"ID","Ortnamn","N","E","LOPNR","Namntyp_nr","Språk_nr","Sockenstad_nr","Län_nr","Kommun_nr","Kombo","Sockenstad","nr"
17484,"Vanhanpaikanjänkkä",7454962.00,772974.00,4227185.00,4,6,10,2,4,"Vanhanpaikanjänkkä_4227185_10","Gällivare",10
17485,"Vanhaanpaikanjärvi",7407560.00,764400.00,4227186.00,8,6,10,2,4,"Vanhaanpaikanjärvi_4227186_10","Gällivare",10
17486,"Vanhanpaikanjärvi",7443497.00,786599.00,4227187.00,8,6,10,2,4,"Vanhanpaikanjärvi_4227187_10","Gällivare",10
17487,"Vanhapalo",7427654.00,774780.00,4227191.00,5,6,10,2,4,"Vanhapalo_4227191_10","Gällivare",10
17488,"Vanhavaara",7415202.00,805251.00,4227199.00,5,6,10,2,4,"Vanhavaara_4227199_10","Gällivare",10
17489,"Fáhttsavárre",7412425.00,793360.00,4227461.00,5,2,10,2,4,"Fáhttsavárre_4227461_10","Gällivare",10
17490,"Vanttovaara",7412889.00,792621.00,4227461.00,5,6,10,2,4,"Vanttovaara_4227461_10","Gällivare",10
17491,"Várisjávri",7526359.00,703024.00,4228745.00,8,3,10,2,4,"Várisjávri_4228745_10","Gällivare",10
17492,"Varisjärvi",7458219.00,766903.00,4228747.00,8,6,10,2,4,"Varisjärvi_4228747_10","Gällivare",10
17493,"Varisniemi",7526226.00,701286.00,4228748.00,5,6,10,2,4,"Varisniemi_4228748_10","Gällivare",10
17494,"Varisvuoma",7454410.00,786995.00,4228751.00,4,6,10,2,4,"Varisvuoma_4228751_10","Gällivare",10
17495,"Varisvuoma",7458565.00,767051.00,4228752.00,4,6,10,2,4,"Varisvuoma_4228752_10","Gällivare",10
17496,"Varkhaanjärvi",7490449.00,756961.00,4228765.00,8,6,10,2,4,"Varkhaanjärvi_4228765_10","Gällivare",10
17497,"Varkhaanvuoma",7458955.00,779736.00,4228768.00,4,6,10,2,4,"Varkhaanvuoma_4228768_10","Gällivare",10
17498,"Varmvattensjön",7445883.00,764745.00,4228818.00,8,5,10,2,4,"Varmvattensjön_4228818_10","Gällivare",10
17499,"Vartiovaara",7492155.00,786558.00,4229138.00,5,6,10,2,4,"Vartiovaara_4229138_10","Gällivare",10
17500,"Vasaralantto",7455472.00,748197.00,4229556.00,8,6,10,2,4,"Vasaralantto_4229556_10","Gällivare",10
17501,"Vasaravaara",7454814.00,748318.00,4229558.00,5,6,10,2,4,"Vasaravaara_4229558_10","Gällivare",10
17502,"Vasikkajärvi",7447274.00,770727.00,4229707.00,8,6,10,2,4,"Vasikkajärvi_4229707_10","Gällivare",10
17503,"Vasikkajärvi",7433521.00,780972.00,4229708.00,8,6,10,2,4,"Vasikkajärvi_4229708_10","Gällivare",10
17504,"Vasikkalompolot",7496448.00,758282.00,4229715.00,8,6,10,2,4,"Vasikkalompolot_4229715_10","Gällivare",10
17505,"Vasikkarova",7497187.00,758685.00,4229722.00,5,6,10,2,4,"Vasikkarova_4229722_10","Gällivare",10
17506,"Vasikkavaara",7422992.00,792894.00,4229729.00,5,6,10,2,4,"Vasikkavaara_4229729_10","Gällivare",10
17507,"Vasikkavuoma",7463372.00,762312.00,4229734.00,5,6,10,2,4,"Vasikkavuoma_4229734_10","Gällivare",10
17508,"Vassmyren",7460328.00,749277.00,4230228.00,4,5,10,2,4,"Vassmyren_4230228_10","Gällivare",10
17509,"Vatavaaranjärvet",7477437.00,752254.00,4230449.00,8,6,10,2,4,"Vatavaaranjärvet_4230449_10","Gällivare",10
17510,"Vattajänkkä",7461493.00,790983.00,4230494.00,4,6,10,2,4,"Vattajänkkä_4230494_10","Gällivare",10
17511,"Veaigi",7479948.00,737207.00,4231298.00,1,3,10,2,4,"Veaigi_4231298_10","Gällivare",10
17512,"Venejärvenlehto",7440730.00,810004.00,4232472.00,5,6,10,2,4,"Venejärvenlehto_4232472_10","Gällivare",10
17513,"Venejärvi",7441410.00,809268.00,4232473.00,8,6,10,2,4,"Venejärvi_4232473_10","Gällivare",10
17514,"Venejärvi",7491476.00,773820.00,4232474.00,8,6,10,2,4,"Venejärvi_4232474_10","Gällivare",10
17515,"Vanásjávrre",7409617.00,772438.00,4232552.00,8,2,10,2,4,"Vanásjávrre_4232552_10","Gällivare",10
17516,"Venetjärvi",7409666.00,772439.00,4232552.00,8,6,10,2,4,"Venetjärvi_4232552_10","Gällivare",10
17517,"Venetkielinen",7410370.00,775047.00,4232553.00,5,6,10,2,4,"Venetkielinen_4232553_10","Gällivare",10
17518,"Venetpalo",7410489.00,773168.00,4232554.00,5,6,10,2,4,"Venetpalo_4232554_10","Gällivare",10
17519,"Venetrova",7410281.00,768755.00,4232555.00,5,6,10,2,4,"Venetrova_4232555_10","Gällivare",10
17520,"Veahtasjávri",7489327.00,786503.00,4233557.00,1,3,10,2,4,"Veahtasjávri_4233557_10","Gällivare",10
17521,"Vettasjärvi",7489314.00,788002.00,4233557.00,1,6,10,2,4,"Vettasjärvi_4233557_10","Gällivare",10
17522,"Vettasjärvi",7489904.00,784889.00,4233559.00,8,6,10,2,4,"Vettasjärvi_4233559_10","Gällivare",10
17523,"Vettasjärvi",7493139.00,784601.00,4233560.00,8,6,10,2,4,"Vettasjärvi_4233560_10","Gällivare",10
17524,"Vettasrova",7494132.00,783457.00,4233562.00,5,6,10,2,4,"Vettasrova_4233562_10","Gällivare",10
17525,"Vierajávrre",7475366.00,711767.00,4234825.00,8,2,10,2,4,"Vierajávrre_4234825_10","Gällivare",10
17526,"Vierajärvi",7475382.00,712080.00,4234825.00,8,6,10,2,4,"Vierajärvi_4234825_10","Gällivare",10
17527,"Vierrajávrre",7432164.00,767088.00,4234845.00,8,2,10,2,4,"Vierrajávrre_4234845_10","Gällivare",10
17528,"Vierrajärvi",7432155.00,766064.00,4234845.00,8,6,10,2,4,"Vierrajärvi_4234845_10","Gällivare",10
17529,"Vijtokjávrre",7410056.00,776614.00,4235206.00,8,2,10,2,4,"Vijtokjávrre_4235206_10","Gällivare",10
17530,"Vihtukkajärvi",7410144.00,776662.00,4235206.00,8,6,10,2,4,"Vihtukkajärvi_4235206_10","Gällivare",10
17531,"Vijtokgielas",7407921.00,777531.00,4235207.00,5,2,10,2,4,"Vijtokgielas_4235207_10","Gällivare",10
17532,"Vihtukkakielinen",7407957.00,777572.00,4235207.00,5,6,10,2,4,"Vihtukkakielinen_4235207_10","Gällivare",10
17533,"Vijtokvárre",7408855.00,776636.00,4235208.00,5,2,10,2,4,"Vijtokvárre_4235208_10","Gällivare",10
17534,"Vihtukkavaara",7408986.00,776197.00,4235208.00,5,6,10,2,4,"Vihtukkavaara_4235208_10","Gällivare",10
17535,"Vihviläjärvi",7444920.00,772125.00,4235212.00,8,6,10,2,4,"Vihviläjärvi_4235212_10","Gällivare",10
17536,"Vihvilöjänkkä",7484496.00,766629.00,4235217.00,4,6,10,2,4,"Vihvilöjänkkä_4235217_10","Gällivare",10
17537,"Vihvilövuoma",7496648.00,768527.00,4235222.00,4,6,10,2,4,"Vihvilövuoma_4235222_10","Gällivare",10
17538,"Vikatetjänkänkumpu",7446423.00,762255.00,4235582.00,5,6,10,2,4,"Vikatetjänkänkumpu_4235582_10","Gällivare",10
17539,"Vikatetpalo",7438833.00,748337.00,4235583.00,5,6,10,2,4,"Vikatetpalo_4235583_10","Gällivare",10
17540,"Vinsajänkkä",7460397.00,802040.00,4239665.00,4,6,10,2,4,"Vinsajänkkä_4239665_10","Gällivare",10
17541,"Virkajärvi",7418141.00,766648.00,4240952.00,8,6,10,2,4,"Virkajärvi_4240952_10","Gällivare",10
17542,"Virkakumpu",7418825.00,766480.00,4240954.00,5,6,10,2,4,"Virkakumpu_4240954_10","Gällivare",10
17543,"Virojärvi",7495136.00,783721.00,4241043.00,8,6,10,2,4,"Virojärvi_4241043_10","Gällivare",10
17544,"Viruluokta",7495271.00,784883.00,4241044.00,6,3,10,2,4,"Viruluokta_4241044_10","Gällivare",10
17545,"Virolahti",7495321.00,784887.00,4241044.00,6,6,10,2,4,"Virolahti_4241044_10","Gällivare",10
17546,"Virorova",7496374.00,784107.00,4241046.00,5,6,10,2,4,"Virorova_4241046_10","Gällivare",10
17547,"Virovuoma",7494727.00,782484.00,4241048.00,4,6,10,2,4,"Virovuoma_4241048_10","Gällivare",10
17548,"Vittalaki",7455904.00,804819.00,4243877.00,5,6,10,2,4,"Vittalaki_4243877_10","Gällivare",10
17549,"Vittavaara",7450560.00,789553.00,4243917.00,5,6,10,2,4,"Vittavaara_4243917_10","Gällivare",10
17550,"Vittikkovaara",7434880.00,783049.00,4244032.00,5,6,10,2,4,"Vittikkovaara_4244032_10","Gällivare",10
17551,"Vittikkovaara",7463736.00,773733.00,4244033.00,5,6,10,2,4,"Vittikkovaara_4244033_10","Gällivare",10
17552,"Vittikovaara",7463998.00,774724.00,4244037.00,5,6,10,2,4,"Vittikovaara_4244037_10","Gällivare",10
17553,"Voitteluskivi",7415048.00,772778.00,4244523.00,5,6,10,2,4,"Voitteluskivi_4244523_10","Gällivare",10
17554,"Vungilojärvi",7458823.00,758646.00,4246037.00,8,6,10,2,4,"Vungilojärvi_4246037_10","Gällivare",10
17555,"Vuonjaljeaggi",7458306.00,758554.00,4246038.00,4,3,10,2,4,"Vuonjaljeaggi_4246038_10","Gällivare",10
17556,"Vungilovuoma",7458356.00,758555.00,4246038.00,4,6,10,2,4,"Vungilovuoma_4246038_10","Gällivare",10
17557,"Vuokságobba",7482785.00,711980.00,4246056.00,5,3,10,2,4,"Vuokságobba_4246056_10","Gällivare",10
17558,"Vuolep Áhppojávrre",7460424.00,687096.00,4246077.00,8,2,10,2,4,"Vuolep Áhppojávrre_4246077_10","Gällivare",10
17559,"Vuollakkajärvi",7430884.00,768283.00,4246089.00,8,6,10,2,4,"Vuollakkajärvi_4246089_10","Gällivare",10
17560,"Vuollovaara",7484881.00,797155.00,4246109.00,5,6,10,2,4,"Vuollovaara_4246109_10","Gällivare",10
17561,"Vuolluniemi",7478343.00,745779.00,4246110.00,5,6,10,2,4,"Vuolluniemi_4246110_10","Gällivare",10
17562,"Vuolpoudden",7401250.00,809180.00,4246118.00,5,5,10,2,4,"Vuolpoudden_4246118_10","Gällivare",10
17563,"Vuoma",7475277.00,746906.00,4246134.00,5,6,10,2,4,"Vuoma_4246134_10","Gällivare",10
17564,"Vuomajärvet",7429742.00,757235.00,4246139.00,8,6,10,2,4,"Vuomajärvet_4246139_10","Gällivare",10
17565,"Áhpejávrre",7408357.00,772195.00,4246147.00,8,2,10,2,4,"Áhpejávrre_4246147_10","Gällivare",10
17566,"Vuomajärvi",7408405.00,772199.00,4246147.00,8,6,10,2,4,"Vuomajärvi_4246147_10","Gällivare",10
17567,"Vuomajärvi",7413342.00,747352.00,4246148.00,8,6,11,2,5,"Vuomajärvi_4246148_11","Jokkmokk",11
17568,"Vuomajärvi",7417731.00,745498.00,4246149.00,8,6,10,2,4,"Vuomajärvi_4246149_10","Gällivare",10
17569,"Vuomajärvi",7420393.00,772284.00,4246150.00,8,6,10,2,4,"Vuomajärvi_4246150_10","Gällivare",10
17570,"Vuomajärvi",7441538.00,753220.00,4246151.00,8,6,10,2,4,"Vuomajärvi_4246151_10","Gällivare",10
17571,"Vuomajärvi",7488670.00,747508.00,4246152.00,8,6,10,2,4,"Vuomajärvi_4246152_10","Gällivare",10
17572,"Vuomajärvi",7433736.00,777186.00,4246153.00,8,6,10,2,4,"Vuomajärvi_4246153_10","Gällivare",10
17573,"Vuomajärvi",7443823.00,784153.00,4246154.00,8,6,10,2,4,"Vuomajärvi_4246154_10","Gällivare",10
17574,"Vuomakgobba",7484072.00,707874.00,4246157.00,5,3,10,2,4,"Vuomakgobba_4246157_10","Gällivare",10
17575,"Vuomantausvaara",7481599.00,782071.00,4246166.00,5,6,10,2,4,"Vuomantausvaara_4246166_10","Gällivare",10
17576,"Vuomavaara",7435398.00,811510.00,4246168.00,1,6,10,2,4,"Vuomavaara_4246168_10","Gällivare",10
17577,"Vuomavaara",7436009.00,811950.00,4246169.00,5,6,10,2,4,"Vuomavaara_4246169_10","Gällivare",10
17578,"Vuopiojänkkä",7457154.00,763257.00,4246216.00,4,6,10,2,4,"Vuopiojänkkä_4246216_10","Gällivare",10
17579,"Vuopiojärvi",7403012.00,766618.00,4246218.00,8,6,10,2,4,"Vuopiojärvi_4246218_10","Gällivare",10
17580,"Vuopiokielinen",7421459.00,785214.00,4246220.00,5,6,10,2,4,"Vuopiokielinen_4246220_10","Gällivare",10
17581,"Vuopionjärvet",7487046.00,765858.00,4246221.00,8,6,10,2,4,"Vuopionjärvet_4246221_10","Gällivare",10
17582,"Vuopionlenko",7450484.00,764631.00,4246223.00,8,6,10,2,4,"Vuopionlenko_4246223_10","Gällivare",10
17583,"Vuopiovuoma",7497032.00,759516.00,4246229.00,4,6,10,2,4,"Vuopiovuoma_4246229_10","Gällivare",10
17584,"Vuoptmuanjänkät",7461819.00,736851.00,4246232.00,4,6,10,2,4,"Vuoptmuanjänkät_4246232_10","Gällivare",10
17585,"Vuoskkojávri",7470937.00,760883.00,4246244.00,8,3,10,2,4,"Vuoskkojávri_4246244_10","Gällivare",10
17586,"Vuoskkoroavvi",7468791.00,759563.00,4246248.00,5,3,10,2,4,"Vuoskkoroavvi_4246248_10","Gällivare",10
17587,"Vuoskorova",7470615.00,759393.00,4246248.00,5,6,10,2,4,"Vuoskorova_4246248_10","Gällivare",10
17588,"Vuoskkovárri",7473612.00,761506.00,4246250.00,5,3,10,2,4,"Vuoskkovárri_4246250_10","Gällivare",10
17589,"Vuoskovaara",7473253.00,760869.00,4246250.00,5,6,10,2,4,"Vuoskovaara_4246250_10","Gällivare",10
17590,"Vuoskogåros",7463008.00,737482.00,4246251.00,5,2,10,2,4,"Vuoskogåros_4246251_10","Gällivare",10
17591,"Vuoskojávrre",7460202.00,740546.00,4246256.00,8,2,10,2,4,"Vuoskojávrre_4246256_10","Gällivare",10
17592,"Vuoskojärvi",7460137.00,740500.00,4246256.00,8,6,10,2,4,"Vuoskojärvi_4246256_10","Gällivare",10
17593,"Vuoskojávrre",7415296.00,772739.00,4246257.00,8,2,10,2,4,"Vuoskojávrre_4246257_10","Gällivare",10
17594,"Vuoskojärvi",7414953.00,771348.00,4246257.00,8,6,10,2,4,"Vuoskojärvi_4246257_10","Gällivare",10
17595,"Vuoskojärvi",7486860.00,770788.00,4246259.00,8,6,10,2,4,"Vuoskojärvi_4246259_10","Gällivare",10
17596,"Vuoskojärvi",7490494.00,792539.00,4246260.00,8,6,10,2,4,"Vuoskojärvi_4246260_10","Gällivare",10
17597,"Vuoskunjávrre",7383334.00,794753.00,4246263.00,8,2,10,2,4,"Vuoskunjávrre_4246263_10","Gällivare",10
17598,"Vuoskunvárre",7383233.00,795507.00,4246264.00,5,2,10,2,4,"Vuoskunvárre_4246264_10","Gällivare",10
17599,"Vuoskonjänkkä",7470017.00,762735.00,4246271.00,4,6,10,2,4,"Vuoskonjänkkä_4246271_10","Gällivare",10
17600,"Vuoskovárre",7413956.00,773507.00,4246279.00,5,2,10,2,4,"Vuoskovárre_4246279_10","Gällivare",10
17601,"Vuoskovaara",7414013.00,772593.00,4246279.00,5,6,10,2,4,"Vuoskovaara_4246279_10","Gällivare",10
17602,"Vuoskovahta",7414432.00,774122.00,4246282.00,5,6,10,2,4,"Vuoskovahta_4246282_10","Gällivare",10
17603,"Vuoskovuopio",7481334.00,758803.00,4246283.00,8,6,10,2,4,"Vuoskovuopio_4246283_10","Gällivare",10
17604,"Vuotnaskáidi",7521388.00,722658.00,4246309.00,5,3,10,2,4,"Vuotnaskáidi_4246309_10","Gällivare",10
17605,"Vuotnavárri",7519984.00,723604.00,4246311.00,5,3,10,2,4,"Vuotnavárri_4246311_10","Gällivare",10
17606,"Vuohttarávddo",7392089.00,779381.00,4246318.00,5,2,10,2,4,"Vuohttarávddo_4246318_10","Gällivare",10
17607,"Vuohttarávdogåbbå",7392484.00,781599.00,4246320.00,5,2,10,2,4,"Vuohttarávdogåbbå_4246320_10","Gällivare",10
17608,"Vuottarautosjön",7392208.00,778648.00,4246322.00,8,5,10,2,4,"Vuottarautosjön_4246322_10","Gällivare",10
17609,"Vuottarautoåsen",7393492.00,777625.00,4246323.00,5,5,10,2,4,"Vuottarautoåsen_4246323_10","Gällivare",10
17610,"Vuottas",7382490.00,801137.00,4246324.00,1,2,10,2,4,"Vuottas_4246324_10","Gällivare",10
17611,"Vuottasroavve",7384512.00,798569.00,4246326.00,5,2,10,2,4,"Vuottasroavve_4246326_10","Gällivare",10
17612,"Vuottasheden",7383994.00,798199.00,4246326.00,5,5,10,2,4,"Vuottasheden_4246326_10","Gällivare",10
17613,"Vuottasjávrre",7381884.00,799830.00,4246327.00,8,2,10,2,4,"Vuottasjávrre_4246327_10","Gällivare",10
17614,"Vuottasjávri",7506128.00,718336.00,4246328.00,8,3,10,2,4,"Vuottasjávri_4246328_10","Gällivare",10
17615,"Vuottasjohka",7507651.00,722712.00,4246330.00,7,3,10,2,4,"Vuottasjohka_4246330_10","Gällivare",10
17616,"Vuottastjärnen",7381908.00,799381.00,4246331.00,8,5,10,2,4,"Vuottastjärnen_4246331_10","Gällivare",10
17617,"Vuskkunjávri",7505843.00,717649.00,4246345.00,8,3,10,2,4,"Vuskkunjávri_4246345_10","Gällivare",10
17618,"Gidájávrre",7418370.00,744768.00,4248035.00,8,2,10,2,4,"Gidájávrre_4248035_10","Gällivare",10
17619,"Vårsjön",7418378.00,744770.00,4248035.00,8,5,10,2,4,"Vårsjön_4248035_10","Gällivare",10
17620,"Vähäjärvi",7415007.00,766957.00,4249186.00,8,6,10,2,4,"Vähäjärvi_4249186_10","Gällivare",10
17621,"Vähä-Järvistö",7449699.00,807710.00,4249188.00,5,6,10,2,4,"Vähä-Järvistö_4249188_10","Gällivare",10
17622,"Vähälaki",7448164.00,794905.00,4249192.00,5,6,10,2,4,"Vähälaki_4249192_10","Gällivare",10
17623,"Vähä-Mortukka",7408919.00,803942.00,4249198.00,5,6,10,2,4,"Vähä-Mortukka_4249198_10","Gällivare",10
17624,"Vähavárre",7439667.00,800708.00,4249211.00,1,2,10,2,4,"Vähavárre_4249211_10","Gällivare",10
17625,"Vähävaara",7439670.00,800704.00,4249211.00,1,6,10,2,4,"Vähävaara_4249211_10","Gällivare",10
17626,"Vähavárre",7439585.00,800751.00,4249211.00,1,2,10,2,4,"Vähavárre_4249211_10","Gällivare",10
17627,"Vähävaara",7446439.00,795456.00,4249216.00,5,6,10,2,4,"Vähävaara_4249216_10","Gällivare",10
17628,"Vähävaara",7435668.00,808296.00,4249217.00,5,6,10,2,4,"Vähävaara_4249217_10","Gällivare",10
17629,"Vähävaara",7448107.00,785032.00,4249218.00,5,6,10,2,4,"Vähävaara_4249218_10","Gällivare",10
17630,"Vähävaara",7440401.00,800063.00,4249219.00,5,6,10,2,4,"Vähävaara_4249219_10","Gällivare",10
17631,"Vähävaara",7422791.00,803765.00,4249220.00,5,6,10,2,4,"Vähävaara_4249220_10","Gällivare",10
17632,"Vägŋavárre",7406060.00,794848.00,4249259.00,5,2,10,2,4,"Vägŋavárre_4249259_10","Gällivare",10
17633,"Väknaberget",7405976.00,794868.00,4249259.00,5,5,10,2,4,"Väknaberget_4249259_10","Gällivare",10
17634,"Väknavaara",7406116.00,794848.00,4249259.00,5,6,10,2,4,"Väknavaara_4249259_10","Gällivare",10
17635,"Välijänkkä",7453440.00,780330.00,4249424.00,4,6,10,2,4,"Välijänkkä_4249424_10","Gällivare",10
17636,"Välijänkkä",7467224.00,797103.00,4249425.00,4,6,10,2,4,"Välijänkkä_4249425_10","Gällivare",10
17637,"Välijänkkä",7487649.00,776205.00,4249426.00,4,6,10,2,4,"Välijänkkä_4249426_10","Gällivare",10
17638,"Välikumpu",7408097.00,780993.00,4249440.00,5,6,10,2,4,"Välikumpu_4249440_10","Gällivare",10
17639,"Välimaa",7448867.00,794568.00,4249450.00,1,6,10,2,4,"Välimaa_4249450_10","Gällivare",10
17640,"Välimaa",7484807.00,744378.00,4249455.00,5,6,10,2,4,"Välimaa_4249455_10","Gällivare",10
17641,"Välimaa",7405443.00,768074.00,4249456.00,5,6,10,2,4,"Välimaa_4249456_10","Gällivare",10
17642,"Välimaa",7426702.00,788847.00,4249457.00,5,6,10,2,4,"Välimaa_4249457_10","Gällivare",10
17643,"Välimaa",7420676.00,797777.00,4249458.00,5,6,10,2,4,"Välimaa_4249458_10","Gällivare",10
17644,"Välivaara",7451677.00,790771.00,4249491.00,5,6,10,2,4,"Välivaara_4249491_10","Gällivare",10
17645,"Välivaara",7456626.00,777144.00,4249492.00,5,6,10,2,4,"Välivaara_4249492_10","Gällivare",10
17646,"Välivaara",7486842.00,793185.00,4249493.00,5,6,10,2,4,"Välivaara_4249493_10","Gällivare",10
17647,"Välivaaranvuoma",7452765.00,789946.00,4249500.00,4,6,10,2,4,"Välivaaranvuoma_4249500_10","Gällivare",10
17648,"Välkomman",7463239.00,741958.00,4249523.00,5,5,10,2,4,"Välkomman_4249523_10","Gällivare",10
17649,"Välkommatjärnarna",7464123.00,743009.00,4249526.00,8,5,10,2,4,"Välkommatjärnarna_4249526_10","Gällivare",10
17650,"Västanälv",7437198.00,784658.00,4252611.00,5,5,10,2,4,"Västanälv_4252611_10","Gällivare",10
17651,"Västerberget",7403170.00,805919.00,4252965.00,5,5,10,2,4,"Västerberget_4252965_10","Gällivare",10
17652,"Västra Björkberget",7398032.00,801143.00,4256822.00,5,5,10,2,4,"Västra Björkberget_4256822_10","Gällivare",10
17653,"Västra Spatno",7400886.00,805462.00,4258749.00,5,5,10,2,4,"Västra Spatno_4258749_10","Gällivare",10
17654,"Vääräpieluksenjänkkä",7475079.00,778173.00,4260584.00,4,6,10,2,4,"Vääräpieluksenjänkkä_4260584_10","Gällivare",10
17655,"Yli Jänkkäjärvi",7477943.00,757935.00,4260936.00,4,6,10,2,4,"Yli Jänkkäjärvi_4260936_10","Gällivare",10
17656,"Unna Soahkevárre",7448830.00,749964.00,4260937.00,5,2,10,2,4,"Unna Soahkevárre_4260937_10","Gällivare",10
17657,"Yli-Koijuvaara",7448895.00,749962.00,4260937.00,5,6,10,2,4,"Yli-Koijuvaara_4260937_10","Gällivare",10
17658,"Yli-Aaltojärvi",7495305.00,778539.00,4260941.00,8,6,10,2,4,"Yli-Aaltojärvi_4260941_10","Gällivare",10
17659,"Yli-Aittavuoma",7465486.00,792878.00,4260942.00,4,6,10,2,4,"Yli-Aittavuoma_4260942_10","Gällivare",10
17660,"Ylinenvaara",7449792.00,793789.00,4260944.00,5,6,10,2,4,"Ylinenvaara_4260944_10","Gällivare",10
17661,"Yliharjut",7446832.00,788420.00,4260945.00,5,6,10,2,4,"Yliharjut_4260945_10","Gällivare",10
17662,"Ylijänkkä",7479523.00,774012.00,4260951.00,4,6,10,2,4,"Ylijänkkä_4260951_10","Gällivare",10
17663,"Ylijärvi",7489370.00,754588.00,4260957.00,8,6,10,2,4,"Ylijärvi_4260957_10","Gällivare",10
17664,"Yli-Kuoranen",7488569.00,751908.00,4260976.00,5,6,10,2,4,"Yli-Kuoranen_4260976_10","Gällivare",10
17665,"Yli-Leipojärvi",7449557.00,767491.00,4260978.00,8,6,10,2,4,"Yli-Leipojärvi_4260978_10","Gällivare",10
17666,"Yli-Jänkkäjärvi",7483256.00,733931.00,4261002.00,8,6,10,2,4,"Yli-Jänkkäjärvi_4261002_10","Gällivare",10
17667,"Ylinen Karhuvaara",7476347.00,768261.00,4261008.00,5,6,10,2,4,"Ylinen Karhuvaara_4261008_10","Gällivare",10
17668,"Ylinen Kuoloiva",7475688.00,787043.00,4261022.00,5,6,10,2,4,"Ylinen Kuoloiva_4261022_10","Gällivare",10
17669,"Ylinen Palokka",7455219.00,790388.00,4261050.00,5,6,10,2,4,"Ylinen Palokka_4261050_10","Gällivare",10
17670,"Ylinen Törmäsjärvi",7493258.00,781966.00,4261085.00,8,6,10,2,4,"Ylinen Törmäsjärvi_4261085_10","Gällivare",10
17671,"Yliniitynjärvet",7465254.00,761745.00,4261130.00,8,6,10,2,4,"Yliniitynjärvet_4261130_10","Gällivare",10
17672,"Yli-Niskavaara",7438285.00,799840.00,4261132.00,5,6,10,2,4,"Yli-Niskavaara_4261132_10","Gällivare",10
17673,"Yliputhaanjärvet",7497725.00,774964.00,4261140.00,8,6,10,2,4,"Yliputhaanjärvet_4261140_10","Gällivare",10
17674,"Yliputhaansaari",7498073.00,774924.00,4261141.00,5,6,10,2,4,"Yliputhaansaari_4261141_10","Gällivare",10
17675,"Yliputhaansaari",7497895.00,774376.00,4261141.00,5,6,14,2,4,"Yliputhaansaari_4261141_14","Kiruna",14
17676,"Ylisaari",7438677.00,804539.00,4261155.00,5,6,10,2,4,"Ylisaari_4261155_10","Gällivare",10
17677,"Yli-Sangerjärvi",7439673.00,783203.00,4261160.00,8,6,10,2,4,"Yli-Sangerjärvi_4261160_10","Gällivare",10
17678,"Ylisuanto",7494080.00,744836.00,4261165.00,6,6,10,2,4,"Ylisuanto_4261165_10","Gällivare",10
17679,"Ylisuantosaaret",7494521.00,746122.00,4261166.00,5,6,10,2,4,"Ylisuantosaaret_4261166_10","Gällivare",10
17680,"Yli-Särkivaara",7427381.00,800854.00,4261169.00,5,6,10,2,4,"Yli-Särkivaara_4261169_10","Gällivare",10
17681,"Ylivuoma",7418894.00,764487.00,4261191.00,5,6,10,2,4,"Ylivuoma_4261191_10","Gällivare",10
17682,"Yli-Vuottamajärvi",7490196.00,765707.00,4261196.00,8,6,10,2,4,"Yli-Vuottamajärvi_4261196_10","Gällivare",10
17683,"Ymmyräinenjänkkä",7508009.00,744785.00,4261276.00,4,6,10,2,4,"Ymmyräinenjänkkä_4261276_10","Gällivare",10
17684,"Yrttivaara",7437077.00,795559.00,4261485.00,1,6,10,2,4,"Yrttivaara_4261485_10","Gällivare",10
